Recipe Urls,recipeName,ingredients
https://www.foodnetwork.com/recipes/shrimp-and-sausage-jambalaya-recipe-1955635,Shrimp and Sausage Jambalaya,"['1 pound smoked sausage, such as kielbasa or hot links, sliced 1/4 inch thick', '6 or 7 scallions, trimmed', '1 large green bell pepper, chopped', '2 celery ribs, chopped', '3 cups chicken broth', '1 1/2 cups uncooked long-grain rice', '1/2 teaspoon dried thyme', '1 pound raw small to large shrimp, peeled', 'Freshly ground black pepper']"
https://www.foodnetwork.com/recipes/shrimp-and-sausage-jambalaya-recipe2-2118319,Shrimp and Sausage Jambalaya,"['1 tablespoon olive oil', '1 pound sausage, such as kielbasa or andouille, sliced', '1 pound smoked ham, cubed', '1 tablespoon butter', '1 medium onion, diced', '1 cup diced celery', '1 green bell pepper, cored and diced', '1 red bell pepper, cored and diced', '1 cup seeded and diced tomato', '3 garlic cloves, minced', '1 jalapeno pepper, seeded and minced OR 1/2 teaspoon cayenne', '2 teaspoons diced fresh oregano', '1 teaspoon diced fresh thyme', '2 tablespoons tomato paste', '6 cups chicken stock, preferably homemade', '3 cups long-grain rice, rinsed', '3 bay leaves', '2 teaspoons kosher salt', '1 teaspoon freshly ground black pepper', '6 to 8 dashes hot sauce, optional (recommended: Tabasco)', '1/2 cup chopped scallions, divided', '3/4 cup chopped fresh parsley, divided', '1/4 cup freshly squeezed lemon juice', '1 pound medium shrimp, deveined (20 to 24 count)']"
https://www.foodnetwork.com/recipes/shrimp-and-scallop-ceviche-3646126,Shrimp and Scallop Ceviche,"['1/4 cup kosher salt, plus more for seasoning', '1 pound medium shrimp, peeled and deveined', '1/2 pound bay scallops', '2 lemons, juiced', '2 limes, juiced', '2 oranges, juiced', '1 cup peeled, seeded and diced cucumber', '1/2 cup finely chopped red onion', '2 serrano chiles, seeded and finely chopped', '1 cup seeded and diced tomatoes', '1 Hass avocado, peeled, seeded, and chopped into 1/2-inch pieces', '1 tablespoon roughly chopped fresh cilantro leaves, plus leaves for garnish', '1/4 cup extra-virgin olive oil']"
https://www.foodnetwork.com/fnk/recipes/sweet-potato-and-blue-cheese-gratin-7151872,Sweet Potato and Blue Cheese Gratin,"['2 1/2 pounds sweet potatoes, peeled and thinly sliced on a mandoline', '2 cups heavy cream', '6 ounces smoky blue cheese, preferably Moody Blues brand', '1/2 teaspoon brown sugar', '1 1/2 teaspoons salt, plus more to taste', '1/2 teaspoon red pepper flakes', '1 tablespoon unsalted butter']"
https://www.foodnetwork.com/recipes/food-network-kitchen/st-patricks-day-spinach-pancakes-and-corned-beef-hash-3362458,St. Patrick's Day Spinach Pancakes and Corned Beef Hash,"['1 cup whole milk', '1 large egg', '1 cup frozen chopped spinach, defrosted and squeezed dry (about 3 to 4 ounces after squeezing)', '1/3 cup loosely packed chopped chives', '1 cup all-purpose flour', '1 teaspoon baking powder', 'Kosher salt and freshly ground black pepper\xa0', '1 cup grated sharp or medium Cheddar cheese', '1 to 2 tablespoons unsalted butter', '1 tablespoon olive oil', '4 large eggs\xa0', 'Kosher salt and freshly ground black pepper', '2 cups prepared corned beef hash, your own recipe or canned', '2 tablespoons chopped chives']"
https://www.foodnetwork.com/recipes/crispy-air-fryer-chicken-thighs-12042431,Crispy Air Fryer Chicken Thighs,"['1 teaspoon granulated garlic (or garlic powder)', '1 teaspoon onion powder\xa0', '1 teaspoon dried thyme\xa0', '1/2 teaspoon smoked paprika\xa0', 'Kosher salt and freshly ground black pepper\xa0', '4 bone-in, skin on chicken thighs (about 2 pounds)\xa0', '2 tablespoons olive oil\xa0', '2 tablespoons all-purpose flour\xa0']"
https://www.foodnetwork.com/recipes/maneet-chauhan/pistachio-ladoo-5631759,Pistachio Ladoo,"['2 1/4 cups coconut powder\xa0', '1 stick (8 tablespoons) unsalted butter', 'One 14-ounce can sweetened condensed milk', '8 teaspoons pistachio powder, plus 1/4 cup for rolling\xa0']"
https://www.foodnetwork.com/recipes/food-network-kitchen/3-ingredient-banana-bread-8616658,3-Ingredient Banana Bread,"['4 large ripe bananas', '2 large eggs, lightly beaten', 'One 15.25-ounce box spice cake mix']"
https://www.foodnetwork.com/recipes/cat-cora/shrimp-and-scallop-coconut-ceviche-1959099,Shrimp and Scallop Coconut Ceviche,"['1/4 pound scallops', '1/4 pound small to medium sized shrimp, peeled and deveined', '1/3 to 1/2 cup lime juice, plus 2 tablespoons (about 7 to 10 limes for 1/2 cup)', '2 tablespoons fresh lemon juice (about 2 medium lemons)', '1/2 cup coconut milk', '2 tablespoons olive oil', '1 jalapeno, halved and seeded', '1 tablespoon chopped cilantro', '1 clove garlic, peeled', '1 mango, peeled, pitted and diced', '1/2 small red onion, thinly sliced', '1/2 teaspoon salt (or lime salt)', '1 tablespoon unsweetened coconut for garnish', '1 coconut shell halved, optional']"
https://www.foodnetwork.com/recipes/ingrid-hoffmann/shrimp-and-scallop-easy-paella-recipe-1951385,Shrimp and Scallop Easy Paella,"['6 cups chicken stock', '3 tablespoons extra-virgin olive oil', '1 medium yellow onion, chopped', '4 garlic cloves, finely chopped', '1 red pepper, seeded, ribbed and thinly sliced', '1 green pepper, seeded, ribbed and thinly sliced', '1 teaspoon Spanish saffron, pistils only', '4 links Spanish dry-cured chorizo (about 6 ounces), sliced', '1 1/2 cups white rice', '1 (10-ounce) can diced tomatoes with chiles', '3 tablespoons tomato paste', '2 pounds raw, peeled large shrimp', '1 pound sea scallops', 'Salt and pepper', '1/3 cup chopped Italian parsley leaves', 'Lemon wedges, for decoration']"
https://www.foodnetwork.com/recipes/shrimp-and-scallop-lasagna-recipe-1916791,Shrimp and Scallop Lasagna,"['12 lasagna noodles', '3 tablespoons unsalted butter', '1 small onion, finely chopped', '2 cloves garlic, minced', '3 tablespoons all-purpose flour', '2 1/2 cups half-and-half', '1 cup grated Romano', '1/2 teaspoon salt', '1/4 teaspoon pepper', '3/4 pound sea scallops, cut in half or quartered if very large', '3/4 pound medium shrimp, peeled and deveined', '1/2 cup grated Parmesan']"
https://www.foodnetwork.com/recipes/shrimp-and-scallop-risotto-recipe-2131318,Shrimp and Scallop Risotto,"['1/4 cup olive oil', '3 tablespoons butter', '2 large shallots, finely chopped', '6 cloves garlic, finely chopped', '1 pound bag risotto', '2 1/8 cups dry vermouth', '16 cups clam broth', '1 red pepper, finely chopped', '1 green pepper, finely chopped', '1 yellow pepper, finely chopped', '1 jalapeno, finely diced', '1 cup packed fresh dill, chopped', '1 cup chopped packed fresh parsley leaves', '1 pound fresh bay scallops', '1 pound shrimp, shelled, de-veined', '1/4 cup grated Asiago cheese']"
https://www.foodnetwork.com/recipes/shrimp-and-scallop-salad-with-orange-sections-recipe-1915944,Shrimp and Scallop Salad with Orange Sections,"['Salt', '1/4 cup white wine vinegar', '1 pound raw medium shrimp in their shells', '1 pound bay scallops or sea scallops cut in half', '5 medium oranges', '1 head of romaine lettuce', '1/4 cup extra virgin olive oil', 'Fresh ground black pepper']"
https://www.foodnetwork.com/recipes/food-network-kitchen/shrimp-and-scallop-scampi-with-linguine-recipe-1972870,Shrimp and Scallop Scampi with Linguine,"['Kosher salt', '1 pound linguine', '12 jumbo shrimp, peeled and deveined', '12 large sea scallops, tough foot muscles removed', 'Freshly ground pepper', '3 1/2 tablespoons unsalted butter', '2 cloves garlic, minced', '2 tablespoons fresh lemon juice, plus lemon wedges for garnish', '1/2 cup dry white wine', '1/4 cup torn fresh basil', '2 tablespoons chopped fresh parsley']"
https://www.foodnetwork.com/recipes/shrimp-and-scallop-stir-fry-with-pineapple-fried-rice-recipe-2047711,Shrimp and Scallop Stir-Fry with Pineapple Fried Rice,"['3 tablespoons oil', '3/4 cup julienned carrots', '1/3 cup thinly sliced onions', '1/4 cup thinly sliced-on-the-bias celery', '8 jumbo scallops', '12 (16 to 20/ per pound) shrimp', '3/4 cup shiitake mushrooms', '4 pieces baby bok choy', '1 1/2 cups Lobster Sauce, recipe follows', 'Pineapple Fried Rice, recipe follows', '4 cups shrimp shells', '2 tablespoons olive oil', '1/4 cup onions, chopped', '1/4 cup carrots, chopped', '1/4 cup celery chopped', '3 garlic cloves, minced', '3 teaspoons finely ground lemongrass stalks', '1/3 cup sherry', '1/2 cup white wine', '4 cups fish stock', '1 bay leaf', '1 teaspoon black peppercorns', '4 to 6 thyme stems', '1 tablespoon sugar', '2 tablespoon tomato paste', '1 tablespoon lobster base', '7 tablespoons peanut oil, divided', '1/4 cup red onion, medium diced', '2 tablespoons ginger, finely diced', '2 tablespoons carrots, diced small', '2 tablespoons red bell peppers, small diced', '1/4 cup Chinese sausage, thinly sliced', '1/4 cup water chestnuts', '1/2 cup pineapple, diced small', '2 cups day-old rice']"
https://www.foodnetwork.com/recipes/robert-irvine/shrimp-and-scallops-in-garlic-cream-sauce-recipe-2014083,Shrimp and Scallops in Garlic Cream Sauce,"['1/4 cup olive oil, plus 2 tablespoons', '5 cloves garlic, finely chopped', '4 cloves shallots, chopped', '2 cups white wine', '2 tablespoons chopped fresh parsley leaves', '2 tablespoons chopped fresh basil leaves, plus sprigs for garnish', '1 teaspoon chopped thyme leaves', '2 cups heavy cream', '1 1/2 pounds (20/30 count) sea scallops', '1 1/2 pounds (16/20 count) shrimp peeled and deveined with tails left on', '1 1/2 to 2 pounds cooked pasta or rice, for an accompaniment', '1/2 cup grated Pecorino Romano']"
https://www.foodnetwork.com/recipes/shrimp-and-scallops-with-white-bean-and-herb-sauce-recipe-2009332,Shrimp and Scallops with White Bean and Herb Sauce,"['1/3 cup finely chopped onion', '1 garlic clove, minced', '2 tablespoons olive oil', '1/4 cup dry white wine', '1/4 cup packed fresh parsley leaves', '1/4 cup packed fresh basil leaves', '1 cup drained rinsed canned cannelini (white) beans', '1/4 cup chicken broth', '10 medium shrimp (about 6 ounces), shelled and deveined', '1/4 pound bay scallops']"
https://www.foodnetwork.com/recipes/shrimp-and-smoked-grits-with-tasso-gravy-3720111,Shrimp and Smoked Grits with Tasso Gravy,"['3 tablespoons paprika', '3 tablespoons dried parsley', '2 tablespoons garlic powder', '1 tablespoon kosher salt', '1 tablespoon ground black pepper', '1 tablespoon rubbed sage', '2 cups heavy cream', '2 cups chicken broth', '1 cup stone-ground smoked grits, such as Louismill', '8 ounces goat cheese', '3 tablespoons butter', '3 tablespoons flour', '1 cup ham broth', '1 cup heavy cream', '1 tablespoon paprika', '1 tablespoon hot sauce, such as Tabasco', '1 tablespoon whole-grain mustard', '1 teaspoon Worcestershire sauce', '4 ounces diced tasso ham', '1 tablespoon chopped fresh parsley', '20 shrimp (16/20 size), peeled and deveined', '2 tablespoons unsalted butter', '1 tablespoon olive oil']"
https://www.foodnetwork.com/recipes/ellie-krieger/shrimp-and-snow-pea-salad-recipe-1972960,Shrimp and Snow Pea Salad,"['12 ounces snow peas', '1 1/4 pounds medium shrimp, peeled and deveined', '6 radishes, thinly sliced into half-moons', '4 scallions, thinly sliced', '1/3 cup rice vinegar', '1 tablespoon canola oil', '1 tablespoon toasted sesame oil', '1 tablespoon grated fresh ginger', 'Salt', '2 tablespoons toasted sesame seeds']"
https://www.foodnetwork.com/recipes/geoffrey-zakarian/shrimp-and-spaghetti-aglio-e-olio-8658028,Shrimp and Spaghetti Aglio e Olio,"['1 pound dried spaghetti', 'Kosher salt and freshly ground black pepper\xa0', '1/2 cup extra-virgin olive oil, plus more for finishing\xa0', '1/2 teaspoon dried pepperoncini flakes\xa0', '4 garlic cloves, thinly sliced\xa0', '1 pound extra-large shrimp, peeled, deveined and butterflied\xa0', '2 tablespoons chopped fresh basil leaves\xa0', '2 tablespoons chopped fresh parsley leaves\xa0', '1 tablespoon chopped fresh rosemary leaves\xa0']"
https://www.foodnetwork.com/recipes/shrimp-and-spring-vegetable-risotto-recipe-1938134,Shrimp and Spring Vegetable Risotto,"['3 tablespoons unsalted butter', '3 tablespoons fruity olive oil', '1/2 cup chopped scallion (white part only)', '2 celery stalks, peeled and chopped', '1/2 cup (packed) chopped flat-leaf parsley', '2 cups ambra rice', '4 cups Fish Broth, Clam Broth, Chicken Broth or canned chicken broth', '3/4 pound asparagus, trimmed, peeled and cut into 2-inch lengths', '1 pound medium shrimp, peeled, deveined and cut in half crosswise', '3/4 cup shelled fresh peas or frozen tiny peas, defrosted in a sieve under warm running water', '1 to 2 teaspoons kosher salt', '1/2 teaspoon freshly ground black pepper', '1/4 cup chopped scallion (green part only)', '1/2 cup freshly grated Parmesan cheese']"
https://www.foodnetwork.com/recipes/shrimp-and-tasso-gravy-over-yellow-grits-3381949,Shrimp and Tasso Gravy over Yellow Grits,"['2 cups whole milk', '2 teaspoons salt\xa0', '1/4 cup butter', '2 cups yellow stone-ground grits\xa0', '3/4 cup thinly sliced leek', '1 tablespoon butter, plus 3 tablespoons melted butter', '1 tablespoon chili powder', '1 tablespoon paprika', '1 1/2 teaspoons dried basil', '2 1/4 teaspoons dried oregano', '1 1/2 teaspoons freshly ground black pepper', '1 1/2 teaspoons seasoning salt', '1 1/2 teaspoons dried thyme', '1/4 teaspoon granulated garlic', 'Pinch seafood seasoning, such as Old Bay', '1 1/2 cups clam juice', '1 1/2 cups tomato juice', '1 cup half-and-half', '1/4 cup all-purpose flour', '2 ounces finely diced tasso ham', '2 pounds small shrimp, shelled and deveined', '2 tablespoons butter']"
https://www.foodnetwork.com/recipes/shrimp-and-tasso-gravy-over-yellow-grits-recipe-2104980,Shrimp and Tasso Gravy over Yellow Grits,"['2 cups whole milk', '2 teaspoons salt', '1/4 cup butter', '2 cups yellow stone-ground grits', '3/4 cup thinly sliced leek', '1 tablespoon butter, plus 3 tablespoons melted butter', '1 tablespoon chili powder', '1 tablespoon paprika', '1 1/2 teaspoons dried basil', '2 1/4 teaspoons dried oregano', '1 1/2 teaspoons freshly ground black pepper', '1 1/2 teaspoons seasoning salt', '1 1/2 teaspoons dried thyme', '1/4 teaspoon granulated garlic', 'Pinch seafood seasoning, such as Old Bay', '1 1/2 cups clam juice', '1 1/2 cups tomato juice', '1 cup half-and-half', '1/4 cup all-purpose flour', '2 ounces finely diced tasso ham', '2 pounds small shrimp, shelled and deveined', '2 tablespoons butter']"
https://www.foodnetwork.com/recipes/shrimp-and-tomato-risotto-recipe-1953281,Shrimp and Tomato Risotto,"['2 tablespoons olive oil', '1/2 pound shrimp, peeled and deveined', '1/4 cup heavy cream', '1 cup canned tomatoes', '5 cups shrimp stock, recipe follows', '2 tablespoons unsalted butter, plus 2 teaspoons', '1/2 cup finely minced shallots', '1 cup arborio rice', '1/2 cup white wine', '4 teaspoons kosher salt', '1/4 teaspoon freshly ground black pepper', '2 tablespoons chiffonade fresh basil leaves', '2 tablespoons finely chopped Italian parsley leaves, plus 1/4 cup, chopped for garnish', '2 tablespoons grated Parmesan', '1 teaspoon minced garlic', '12 shrimp, peeled and deveined', '1 tablespoon olive oil', ""5 pounds shrimp shells, see Cook's Note*"", '1 bunch leeks, cleaned, white parts, chopped', '2 carrots, chopped', '2 onions, chopped', '4 shallots, chopped', '2 clove garlic, smashed', '3 sprigs fresh thyme leaves', '1 cup white wine', '15 cups cold water', 'Strain, cool and refrigerate']"
https://www.foodnetwork.com/recipes/food-network-kitchen/shrimp-and-tomato-ginger-chutney-bites-3364055,Shrimp and Tomato-Ginger Chutney Bites,"['Pinch cayenne pepper', 'Pinch curry powder', 'Cilantro leaves, for garnish', '12 large peeled and deveined shrimp, tails on (about 8 ounces)', 'Kosher salt', '1/2 lemon', '1 tablespoon unsalted butter', '1 tablespoon vegetable oil', '1/2 teaspoon coriander seeds', '1/2 teaspoon cumin seeds', '1/2 teaspoon fennel seeds', '1/2 pound grape tomatoes, quartered', '1 tablespoon tomato paste', '1 tablespoon apple cider vinegar', '1-inch piece ginger, finely grated', '1/4 teaspoon sugar']"
https://www.foodnetwork.com/recipes/shrimp-and-truffled-grits-with-moroccan-chorizo-broth-recipe-1925955,Shrimp and Truffled Grits with Moroccan Chorizo Broth,"['2 tablespoons olive oil', '4 ounces Spanish chorizo, roughly chopped (about 1/2 cup)', '1 tablespoon minced garlic', '1 tablespoon minced shallots', '1 teaspoon toasted cumin', '1 teaspoon smoked paprika', 'A pinch cayenne pepper', '1 cup clam juice', '1 cup heavy cream', '1 tablespoon butter', '12 ounces Florida rock shrimp', '4 organic eggs', 'Truffled Grits with Aged Cheddar, recipe follows', 'Tomato Jam, recipe follows', 'Crusty white bread, for serving', '2 cups milk', '1 cup heavy cream', '1 stick butter', '1 cup grits, such as Anson Mills', '1/4 teaspoon kosher salt', '1/4 teaspoon ground pepper', '4 tablespoons mascarpone', '2 tablespoons grated aged Cheddar', 'Few shavings of fresh truffle or 1 teaspoon truffle oil', '10 vine ripe tomatoes, chopped', '1 cup brown sugar', '1/2 cup sherry vinegar', '1/4 cup soy sauce', '1/2 tablespoon togarashi (Japanese chili powder)']"
https://www.foodnetwork.com/recipes/food-network-kitchen/shrimp-and-vegetable-noodle-soup-with-red-curry-paste-8047150,Shrimp and Vegetable Noodle Soup with Red Curry Paste,"['Kosher salt', '1 tablespoon unrefined coconut oil', '3 tablespoons red curry paste', '4 teaspoons fish sauce', '2 teaspoons packed light brown sugar', '3 cups low-sodium chicken broth', '1 cup cherry tomatoes', '2 heads baby bok choy', '1 cup fresh cilantro', '12 ounces dried flat rice noodles', '2 tablespoons fresh lime juice', '3/4 pound peeled and deveined medium shrimp']"
https://www.foodnetwork.com/recipes/emeril-lagasse/shrimp-and-vegetable-pad-thai-3645028,Shrimp and Vegetable Pad Thai,"['7 ounces medium rice stick noodles\xa0', '1/4 cup fish sauce\xa0', '1/4 cup rice wine vinegar\xa0', '3 tablespoons palm sugar or dark brown sugar\xa0', '1/2 teaspoon crushed red pepper\xa0', '1/4 cup coconut milk\xa0', '1 teaspoon tamarind concentrate, optional\xa0', '1 tablespoon toasted sesame oil\xa0', '3 tablespoons peanut oil\xa0', '12 ounces medium shrimp, peeled and deveined\xa0', '1 cup diced firm tofu\xa0', '1 cup sliced shiitake mushroom caps\xa0', '1 cup mung bean sprouts\xa0', '2 large carrots, cut into matchstick-sized strips\xa0', '1/2 cup matchstick-sized red bell pepper strips\xa0', '2 tablespoons minced garlic\xa0', '1/2 cup roasted, unsalted peanuts, roughly chopped\xa0', '1/2 cup diagonally sliced green onions\xa0', '2 tablespoons fresh lime juice\xa0', '1/4 cup chopped cilantro leaves\xa0', 'Sriracha (Thai hot sauce), for serving']"
https://www.foodnetwork.com/recipes/shrimp-and-vegetable-potstickers-recipe-1926112,Shrimp and Vegetable Potstickers,"['2 tablespoons vegetable oil', '1/2 pound raw shrimp, peeled, deveined and roughly chopped', '1/2 cup chopped white onion', '1 large carrot, finely chopped (about 1/3 cup)', '1 cup chopped green cabbage', '1/2 cup shiitake mushroom caps, thinly sliced and chopped', '1/2 teaspoon dry chili pepper flakes', '2 tablespoons sesame oil', '1/4 cup low sodium soy sauce', '3 tablespoons rice wine vinegar', '3 tablespoons sugar', 'Salt and pepper to taste', '1 package wonton wrappers, preferably round', '1/4 cup water', '1/2 cup honey', '2 tablespoons rice wine vinegar', '1 tablespoon low sodium soy sauce', '1/4 cup hot mustard']"
https://www.foodnetwork.com/recipes/shrimp-and-vegetable-saute-chinese-style-recipe2-1908888,"Shrimp and Vegetable Saute, Chinese Style","['1 teaspoon anchovy paste', '1 tablespoon soy sauce', '1 teaspoon sugar', '1/4 cup chicken broth', 'Dried red pepper flakes', '1 tablespoon each vegetable and sesame oil', '1 cup seeded red bell peppers, cut into 1-inch squares', '1 scallion, whites thinly sliced, greens, cut into rounds, kept separate', '1 pound deveined peeled shrimp, halved', '1 clove minced garlic', '1 cup thawed frozen peas', '1/4 cup each chiffonade of mint and basil leaves']"
https://www.foodnetwork.com/recipes/shrimp-and-vegetable-saute-chinese-style-recipe-2013088,"Shrimp and Vegetable Saute, Chinese Style","['1 teaspoon anchovy paste', '1 tablespoon soy sauce', '1 teaspoon sugar', '1/4 cup chicken broth', 'Dried red pepper flakes', '1 tablespoon each vegetable and sesame oil', '1 cup seeded red bell peppers, cut into 1 inch squares', '1 scallion, whites thinly sliced, greens, cut into rounds, kept separate', '1 pound deveined peeled shrimp, halved', '1 clove minced garlic', '1 cup thawed frozen peas', '1/4 cup each chiffonade of mint and basil leaves']"
https://www.foodnetwork.com/recipes/shrimp-and-vegetable-steamed-dumplings-recipe-1926278,Shrimp and Vegetable Steamed Dumplings,"['2 tablespoons vegetable oil', '1/2 pound raw shrimp, peeled deveined and roughly chopped', '1/2 cup chopped white onion', '1 large carrot finely chopped (about 1/3 cup)', '1 cup chopped green cabbage', '1/2 cup shiitake mushroom caps, thinly sliced and chopped', '1/2 teaspoon dry chili pepper flakes', '2 tablespoons sesame oil', '1/4 cup low sodium soy sauce', '3 tablespoons rice wine vinegar', '3 tablespoons sugar', 'Salt and pepper to taste', '1 pack wonton wrappers, preferably round']"
https://www.foodnetwork.com/recipes/anne-burrell/shrimp-and-vegetable-stir-fried-noodles-3874389,Shrimp and Vegetable Stir-Fried Noodles,"['Olive oil, for stir-frying', '10 snow peas\xa0', '1 clove garlic, finely chopped\xa0', 'One 1-inch piece ginger, finely chopped\xa0', '1/2 carrot, sliced into thin rounds\xa0', '1/2 bunch scallions, greens thinly sliced on the bias, whites thinly sliced\xa0', '5 jumbo shrimp (16/20 count), peeled and deveined\xa0', '2 tablespoons oyster sauce', '1 tablespoon rice wine vinegar\xa0', '4 ounces hand-pulled noodles or fresh Chinese egg noodles, blanched', '1 tablespoon unsalted peanuts']"
https://www.foodnetwork.com/recipes/food-network-kitchen/shrimp-and-vegetable-tempura-recipe-2120126,Shrimp and Vegetable Tempura,"['1 cube beef bouillon', '3 tablespoons soy sauce', '1 tablespoon mirin or rice vinegar', '1 tablespoon sugar', 'Peanut or vegetable oil, for frying', '1 3/4 cups all-purpose flour', '1 3/4 cups seltzer', '2 large eggs', 'Kosher salt', '1 1/2 cups cornstarch', '1 pound large shrimp, peeled and deveined (tails left on)', '12 ounces mixed precut vegetables, such as broccoli florets, red pepper pieces and mushroom caps']"
https://www.foodnetwork.com/recipes/food-network-kitchen/shrimp-and-vegetable-tempura-12891068,Shrimp and Vegetable Tempura,"['1 cup Dashi, recipe follows (or 1 teaspoon instant dashi powder, such as Ajinomoto’s Hondashi, dissolved in 1 cup water)', '1/4 cup mirin', '1/4 cup soy sauce', '1/2 cup grated daikon radish, or to taste, lightly squeezed to remove excess liquid', '1 pound peeled and deveined large shrimp (see Cook’s Note), rinsed in cold water and thoroughly dried', '16 green beans, trimmed', '8 shiitake or button mushrooms, stems trimmed', ""8 shishito peppers, each slit about 1 inch (so they don't burst in the oil)"", '1 medium sweet potato, peeled and cut into slices about 1/3 inch thick', '1 small onion, peeled and cut into slices about 1/3 inch thick', 'Vegetable or peanut oil, for frying', '1 cup cake flour', '1/4 cup potato starch or cornstarch', '1 cup ice-cold water, plus more if needed', '1 large egg', '3 ice cubes', 'One 4-inch-square kombu (dried kelp; about 10 grams)', '3/4 packed cup katsuobushi (dried bonito flakes; about 15 grams)']"
https://www.foodnetwork.com/recipes/tyler-florence/shrimp-and-vegetable-tempura-recipe-1943867,Shrimp and Vegetable Tempura,"['1/2 cup low-sodium soy sauce', '2 tablespoons rice wine vinegar', '1 lemon, juiced', '1 pound large shrimp, peeled with tails on', '1 cup rice flour, plus 1 cup for dusting', '1 cup cold seltzer water', '2 large egg yolks', '1 teaspoon toasted sesame oil', 'Kosher salt', 'Peanut oil, for frying', '2 red bell peppers, sliced into strips', '2 avocados, peeled and sliced thick', '1 lemon, sliced very thin', '12 green beans', '8 shiitake mushrooms, halved', '4 scallions']"
https://www.foodnetwork.com/recipes/giada-de-laurentiis/shrimp-and-vegetable-yellow-curry-recipe-2121115,Shrimp and Vegetable Yellow Curry,"['2 13.5-ounce cans coconut milk (about 3 1/4 cups)', '1/4 cup yellow curry paste (such as Mae Ploy)', '1 cup low-sodium chicken broth or clam juice', '1 medium carrot, sliced into 1/4-inch-thick rounds', '1 small red bell pepper, chopped into 1/4-inch pieces', '1 small onion, chopped', '1 15-ounce can baby corn, drained and rinsed, cut into pieces', '5 sprigs Thai basil, with stems (or regular basil)', '1 Thai chile (such as prik kee noo) or serrano chile, stemmed and thinly sliced', '3 kaffir lime leaves (or the zest of 1 lime)', '1 1/2 tablespoons fish sauce', '4 cups canola oil or safflower oil', '8 ounces fresh thin rice noodles', '1 pound medium shrimp, peeled and deveined', '4 ounces snap peas, halved', '1/4 cup chopped fresh cilantro leaves', '1/4 cup lightly salted peanuts, chopped']"
https://www.foodnetwork.com/recipes/katie-lee/shrimp-and-veggie-cheat-sheet-with-hoisin-dressing-9986003,Shrimp and Veggie Cheat Sheet with Hoisin Dressing,"['1 pound jumbo shrimp (21/25), peeled, deveined, tails off', 'Kosher salt and freshly ground black pepper\xa0', '3 tablespoons hoisin sauce\xa0', '3 tablespoons soy sauce\xa0', '1 tablespoon rice wine vinegar\xa0', '1 teaspoon Dijon\xa0mustard', '1 teaspoon grated fresh ginger\xa0', '1 teaspoon sesame oil\xa0', '1 large clove garlic, grated\xa0', '1/4 cup vegetable oil\xa0', '12 ounces baby bok choy (3 to 5 heads, depending on the size), halved lengthwise', '1 red bell pepper, cut into 1/2-inch strips\xa0', '4 cups cooked brown rice, or any grain you like, such as quinoa\xa0', '1 tablespoon sesame seeds\xa0', '4 scallions, thinly sliced\xa0', '1/4 cup chopped peanuts\xa0', '1 cup crunchy chow mein noodles\xa0', '1/4 cup fresh cilantro, chopped\xa0', 'Sriracha, if desired\xa0']"
https://www.foodnetwork.com/recipes/trisha-yearwood/shrimp-and-veggie-packets-5533962,Shrimp and Veggie Packets,"['4 mixed color mini bell peppers, or 1 Carmen pepper, seeded and sliced into thin rings', '2 celery ribs, thinly sliced on the bias\xa0', '1 leek, halved lengthwise and soaked in cold water to remove grit, then sliced into thick half-moons', '1 large shallot, thinly sliced\xa0', '2 tablespoons olive oil, plus extra to drizzle\xa0', 'Kosher salt\xa0', 'Freshly ground black pepper\xa0', '1 1/2 pounds large peeled and deveined shrimp\xa0', '4 sprigs fresh thyme\xa0', '1 1/2 teaspoons herbs de Provence\xa0', '4 thin lemon rounds\xa0', '4 teaspoons dry white wine or water\xa0', '1/4 cup fresh parsley leaves, chopped\xa0']"
https://www.foodnetwork.com/recipes/food-network-kitchen/shrimp-and-waffles-3364695,Shrimp and Waffles,"['1 cup cornmeal', '1 cup all-purpose flour', '1/2 cup grated Parmesan', '2 teaspoons baking powder', 'Kosher salt', '1/4 teaspoon cayenne pepper', '1/4 teaspoon garlic powder', '1 1/2 cups buttermilk', '3 tablespoons grapeseed or vegetable oil', '1 tablespoon packed light brown sugar', '2 large eggs', 'Cooking spray', '1 pound large peeled, deveined shrimp, tails removed', 'Kosher salt and freshly ground black pepper', '2 tablespoons olive oil', '1/2 cup dry white wine', '1 cup grape or cherry tomatoes, halved', '4 scallions, sliced', '4 tablespoons unsalted butter, cut into pieces', '1/4 cup grated Parmesan', '2 teaspoons hot sauce, plus more for serving', 'Lemon wedges, for serving']"
https://www.foodnetwork.com/recipes/shrimp-and-zucchini-risotto-2107216,Shrimp and Zucchini Risotto,"['5 tablespoons extra-virgin olive oil, plus more for drizzling', '5 small zucchini, cubed', '2 tablespoons butter', '3 shallots, finely chopped', '8 ounces acquello rice', '1 1/4 cups dry white wine', '4 cups vegetable broth, heated', '12 ounces fresh shrimp, peeled and deveined', 'Kosher salt and freshly ground black pepper', '1 handful fresh parsley leaves, finely chopped', 'Freshly grated Parmigiano-Reggiano, optional']"
https://www.foodnetwork.com/recipes/shrimp-and-zucchini-skewers-2009790,Shrimp and Zucchini Skewers,"['24 large shrimp, peeled and tailed', '24 thin zucchini ribbons*', '1/4 cup/60 ml olive oil', '1/2 teaspoon chile pepper flakes', '1 tablespoon chopped fresh mint or basil', 'Salt']"
